Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Is_Canceled
2024-07-21 15:26:00,15:26:00,CNR9594425643,Success,CID276535,Prime Plus,Whitefield,Indiranagar,119.0,45.0,,,No,,157,Cash,32,3.7,3.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-16 06:46:00,06:46:00,CNR7904105787,Success,CID161788,Prime Plus,Koramangala,Majestic,287.0,35.0,,,No,,896,UPI,8,4.3,3.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-22 13:18:00,13:18:00,CNR7589367328,Canceled By Customer,CID406403,Prime Plus,Shivajinagar,Magadi Road,,,Driver asked to cancel,,,,475,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-04 21:24:00,21:24:00,CNR2680452275,Canceled By Customer,CID543956,Auto,Hebbal,Yeshwanthpur,,,Driver is not moving towards pickup location,,,,2303,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,True
2024-07-01 12:18:00,12:18:00,CNR9871782095,Success,CID923387,Prime Sedan,Chamarajpet,Sahakar Nagar,112.0,60.0,,,No,,955,Cash,1,4.7,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-26 10:33:00,10:33:00,CNR4013509642,Success,CID433462,Mini,Electronic City,Marathahalli,280.0,35.0,,,No,,136,UPI,28,4.4,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-03 06:44:00,06:44:00,CNR4407415465,Success,CID528061,Bike,Bellandur,Whitefield,210.0,115.0,,,No,,485,Cash,47,4.4,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-23 01:49:00,01:49:00,CNR1352268729,Success,CID489682,Bike,Kammanahalli,Bellandur,175.0,75.0,,,Yes,Customer Demand,917,Cash,13,3.2,4.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-08 00:40:00,00:40:00,CNR8125589560,Success,CID330108,Prime SUV,Banashankari,Hosur Road,294.0,95.0,,,No,,251,UPI,1,3.2,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-25 06:51:00,06:51:00,CNR9151201631,Success,CID786349,Prime Sedan,Whitefield,Devanahalli,70.0,140.0,,,No,,211,Cash,35,4.0,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-09 13:49:00,13:49:00,CNR6193421326,Canceled By Driver,CID557391,Prime SUV,Ulsoor,Varthur,,,,Personal & Car related issue,,,1032,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-05 02:00:00,02:00:00,CNR2248382144,Success,CID393267,Auto,KR Puram,Richmond Town,119.0,140.0,,,No,,2955,UPI,14,3.6,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-14 16:05:00,16:05:00,CNR1696778977,Success,CID276557,Mini,Bannerghatta Road,Ulsoor,168.0,95.0,,,No,,300,UPI,2,4.2,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-29 12:49:00,12:49:00,CNR9004163094,Success,CID670967,eBike,Electronic City,Devanahalli,259.0,100.0,,,No,,208,Cash,29,4.2,3.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-21 03:16:00,03:16:00,CNR1220201414,Success,CID677761,Prime Plus,Shivajinagar,Sarjapur Road,189.0,115.0,,,No,,389,Cash,40,3.9,3.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-12 19:01:00,19:01:00,CNR3648668400,Success,CID523191,Prime Plus,Mysore Road,Electronic City,238.0,110.0,,,No,,115,UPI,15,3.9,3.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-25 03:08:00,03:08:00,CNR1806017392,Canceled By Driver,CID334508,Mini,Hosur Road,JP Nagar,,,,More than permitted people in there,,,1561,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,True
2024-07-30 11:39:00,11:39:00,CNR9338628715,Canceled By Customer,CID649946,Auto,Marathahalli,Chickpet,,,Driver asked to cancel,,,,1660,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,True
2024-07-12 06:04:00,06:04:00,CNR1896871916,Canceled By Customer,CID574843,Prime Sedan,Chamarajpet,Chickpet,,,Driver asked to cancel,,,,325,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
2024-07-22 00:01:00,00:01:00,CNR1919793761,Success,CID648699,eBike,Vijayanagar,Nagarbhavi,56.0,50.0,,,No,,456,Cash,32,4.6,4.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-27 12:00:00,12:00:00,CNR9340579479,Canceled By Driver,CID199066,Mini,Hosur Road,Jayanagar,,,,Personal & Car related issue,,,121,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,True
2024-07-18 11:35:00,11:35:00,CNR7640924274,Canceled By Customer,CID222255,Prime Sedan,Sahakar Nagar,Hennur,,,Wrong Address,,,,181,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
2024-07-12 11:54:00,11:54:00,CNR7660409667,Canceled By Driver,CID795013,Bike,Richmond Town,Mysore Road,,,,Personal & Car related issue,,,245,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-19 17:10:00,17:10:00,CNR1586182242,Driver Not Found,CID922021,eBike,Cox Town,Frazer Town,,,,,,,215,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-17 08:46:00,08:46:00,CNR5475100299,Driver Not Found,CID455206,Prime Sedan,RT Nagar,JP Nagar,,,,,,,318,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-20 04:16:00,04:16:00,CNR9689478832,Canceled By Driver,CID740661,Prime Plus,Sarjapur Road,Kammanahalli,,,,Customer related issue,,,108,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-13 01:36:00,01:36:00,CNR3604463481,Success,CID875413,eBike,Bannerghatta Road,Ulsoor,42.0,70.0,,,No,,544,Credit Card,39,4.5,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-25 14:38:00,14:38:00,CNR6910198507,Driver Not Found,CID841887,Prime Plus,Kammanahalli,Frazer Town,,,,,,,185,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-04 11:14:00,11:14:00,CNR1667669978,Success,CID476795,Mini,Banashankari,Electronic City,91.0,35.0,,,No,,691,Cash,10,3.4,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-22 07:47:00,07:47:00,CNR9486277860,Success,CID508841,Mini,Varthur,Richmond Town,182.0,75.0,,,No,,435,UPI,19,4.8,5.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-22 12:24:00,12:24:00,CNR6279677868,Success,CID841237,eBike,RT Nagar,Padmanabhanagar,84.0,95.0,,,No,,476,UPI,5,4.3,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-10 07:05:00,07:05:00,CNR9392707303,Canceled By Driver,CID100492,Prime SUV,Jayanagar,Padmanabhanagar,,,,Customer related issue,,,2533,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-22 14:01:00,14:01:00,CNR1414623093,Success,CID471875,Prime Plus,Padmanabhanagar,MG Road,238.0,95.0,,,No,,290,Cash,21,3.9,3.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-29 15:12:00,15:12:00,CNR9259963701,Success,CID100977,Mini,Sarjapur Road,Magadi Road,189.0,65.0,,,No,,453,UPI,30,5.0,4.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-01 08:16:00,08:16:00,CNR5230383438,Success,CID793298,Auto,Peenya,Bellandur,203.0,100.0,,,No,,180,UPI,10,3.9,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-23 13:38:00,13:38:00,CNR5703645229,Success,CID927562,Prime Sedan,Frazer Town,Frazer Town,273.0,125.0,,,No,,189,Cash,24,4.5,4.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-04 07:33:00,07:33:00,CNR5542294368,Success,CID742343,Prime Plus,Chickpet,Ulsoor,287.0,115.0,,,No,,858,UPI,44,3.1,3.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-16 00:15:00,00:15:00,CNR2619103500,Driver Not Found,CID244106,Mini,Magadi Road,Kengeri,,,,,,,887,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-21 11:53:00,11:53:00,CNR8261680821,Driver Not Found,CID973508,Auto,Yeshwanthpur,Yelahanka,,,,,,,750,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-03 08:39:00,08:39:00,CNR6475841139,Success,CID295795,Bike,HSR Layout,Indiranagar,161.0,75.0,,,No,,647,Cash,3,4.8,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-30 21:57:00,21:57:00,CNR5424381403,Driver Not Found,CID584129,Prime Sedan,Jayanagar,Koramangala,,,,,,,847,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-06 01:46:00,01:46:00,CNR1392941754,Driver Not Found,CID360804,Mini,Rajajinagar,Rajarajeshwari Nagar,,,,,,,299,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-19 13:32:00,13:32:00,CNR4669276932,Success,CID981826,eBike,Sahakar Nagar,Electronic City,196.0,140.0,,,No,,242,UPI,26,4.3,3.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-08 15:44:00,15:44:00,CNR1778429733,Success,CID113843,Auto,Chamarajpet,Peenya,273.0,105.0,,,No,,439,Cash,13,3.3,4.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-22 18:18:00,18:18:00,CNR8651576817,Canceled By Customer,CID893553,Prime Plus,Ulsoor,Kengeri,,,Driver asked to cancel,,,,465,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-17 15:37:00,15:37:00,CNR4494769269,Success,CID196905,Bike,Jayanagar,RT Nagar,84.0,120.0,,,No,,286,Credit Card,27,3.6,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-05 19:10:00,19:10:00,CNR4329864964,Success,CID434557,Prime SUV,Banashankari,Ramamurthy Nagar,238.0,100.0,,,No,,782,Cash,8,3.1,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-28 04:25:00,04:25:00,CNR7668054784,Success,CID849576,Prime Sedan,Nagarbhavi,Devanahalli,252.0,40.0,,,No,,720,UPI,48,3.5,3.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-15 06:51:00,06:51:00,CNR1005566062,Success,CID339560,Prime Plus,Richmond Town,Whitefield,56.0,50.0,,,No,,350,UPI,1,3.5,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-22 15:37:00,15:37:00,CNR1677198840,Success,CID933056,Prime SUV,Jayanagar,Banashankari,112.0,105.0,,,No,,239,Cash,5,4.5,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-20 13:26:00,13:26:00,CNR9261118072,Canceled By Customer,CID402635,Bike,Peenya,Banashankari,,,Change of plans,,,,422,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-13 01:13:00,01:13:00,CNR8785047867,Success,CID654260,Prime Plus,Ramamurthy Nagar,HSR Layout,245.0,105.0,,,No,,478,Cash,38,3.3,4.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-19 20:02:00,20:02:00,CNR7968414271,Driver Not Found,CID286817,Prime Plus,Hennur,Nagarbhavi,,,,,,,474,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-20 08:36:00,08:36:00,CNR1096701214,Success,CID580750,Prime Sedan,Electronic City,Mysore Road,133.0,145.0,,,No,,455,Cash,3,4.3,5.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-23 11:30:00,11:30:00,CNR5793567442,Canceled By Driver,CID269490,Bike,Malleshwaram,HSR Layout,,,,Customer was coughing/sick,,,445,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-10 19:39:00,19:39:00,CNR2332041826,Success,CID905771,Prime Plus,Hebbal,Ramamurthy Nagar,154.0,90.0,,,No,,305,Cash,44,4.1,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-18 09:56:00,09:56:00,CNR4241959459,Success,CID259252,Bike,Kammanahalli,Shivajinagar,196.0,40.0,,,No,,160,Cash,19,4.3,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-09 00:32:00,00:32:00,CNR5592439684,Canceled By Driver,CID636504,Prime Plus,Whitefield,Rajajinagar,,,,Customer was coughing/sick,,,430,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-01 02:05:00,02:05:00,CNR9461211431,Success,CID788593,Prime SUV,Ulsoor,Chamarajpet,308.0,55.0,,,No,,203,Credit Card,18,3.6,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-30 17:59:00,17:59:00,CNR3746262654,Success,CID146019,Prime SUV,Malleshwaram,Sarjapur Road,161.0,80.0,,,No,,343,UPI,20,4.4,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-04 08:52:00,08:52:00,CNR3531680986,Driver Not Found,CID494068,Prime Sedan,Kengeri,Electronic City,,,,,,,184,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-13 17:44:00,17:44:00,CNR1870435307,Success,CID534524,Prime SUV,RT Nagar,Whitefield,35.0,145.0,,,No,,499,Credit Card,13,4.1,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-21 16:39:00,16:39:00,CNR7364853529,Success,CID257204,Bike,JP Nagar,Varthur,91.0,45.0,,,No,,864,Cash,41,3.0,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-21 03:00:00,03:00:00,CNR7853567256,Success,CID545363,Auto,Bellandur,Tumkur Road,203.0,25.0,,,No,,394,Cash,14,4.4,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-30 08:57:00,08:57:00,CNR9952379070,Success,CID894424,eBike,Chickpet,Banashankari,49.0,105.0,,,No,,972,Cash,5,3.1,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-17 08:48:00,08:48:00,CNR4610682781,Canceled By Customer,CID547340,eBike,Varthur,Varthur,,,Driver asked to cancel,,,,346,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,True
2024-07-30 07:37:00,07:37:00,CNR4553676946,Success,CID308627,Bike,KR Puram,Marathahalli,210.0,55.0,,,No,,269,Cash,21,4.4,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-07 05:19:00,05:19:00,CNR5715887518,Canceled By Driver,CID914468,Mini,Bellandur,Rajarajeshwari Nagar,,,,Customer was coughing/sick,,,625,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,True
2024-07-15 18:02:00,18:02:00,CNR4986041539,Success,CID186029,Prime Sedan,Basavanagudi,Hosur Road,168.0,140.0,,,No,,912,Cash,39,4.8,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-08 10:27:00,10:27:00,CNR3240378667,Canceled By Driver,CID847110,Prime SUV,Shantinagar,Frazer Town,,,,Customer was coughing/sick,,,872,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-08 11:08:00,11:08:00,CNR3151122822,Canceled By Customer,CID807246,Auto,Marathahalli,Hosur Road,,,Driver is not moving towards pickup location,,,,496,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,True
2024-07-17 17:21:00,17:21:00,CNR2599614993,Success,CID340184,Prime Sedan,MG Road,Ramamurthy Nagar,189.0,140.0,,,No,,431,Cash,27,4.7,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-27 00:45:00,00:45:00,CNR6633907354,Success,CID815517,Bike,Shivajinagar,Langford Town,175.0,125.0,,,No,,220,Cash,43,3.7,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-23 17:03:00,17:03:00,CNR2390582223,Success,CID456370,Prime Sedan,Yelahanka,Sarjapur Road,245.0,120.0,,,No,,920,UPI,49,4.0,4.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-09 17:56:00,17:56:00,CNR5861428962,Success,CID439076,Mini,Banashankari,Bannerghatta Road,119.0,130.0,,,No,,949,Cash,7,3.7,4.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-06 08:17:00,08:17:00,CNR8380446501,Success,CID417082,Auto,Padmanabhanagar,Shantinagar,84.0,100.0,,,No,,533,Cash,17,4.7,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-14 22:46:00,22:46:00,CNR8823858208,Success,CID182671,Prime SUV,Cox Town,Chickpet,91.0,65.0,,,No,,131,Cash,32,3.7,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-03 00:43:00,00:43:00,CNR5266241402,Success,CID906676,Prime Plus,Kadugodi,Banashankari,224.0,120.0,,,No,,376,UPI,33,4.4,3.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-13 02:17:00,02:17:00,CNR5572106866,Canceled By Driver,CID130936,Prime Sedan,Kadugodi,Richmond Town,,,,Personal & Car related issue,,,974,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
2024-07-22 18:29:00,18:29:00,CNR6067686126,Success,CID619716,Auto,Hebbal,Yelahanka,217.0,110.0,,,No,,462,UPI,12,4.5,4.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-12 06:47:00,06:47:00,CNR6734406274,Success,CID952395,Prime SUV,Tumkur Road,Electronic City,70.0,75.0,,,No,,267,UPI,2,3.8,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-15 10:11:00,10:11:00,CNR4488259415,Success,CID552712,Bike,Mysore Road,Ulsoor,203.0,55.0,,,No,,379,UPI,31,3.9,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-08 04:21:00,04:21:00,CNR7707219620,Success,CID949560,Prime Plus,Ramamurthy Nagar,Koramangala,70.0,25.0,,,No,,600,Cash,32,4.1,3.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-27 18:33:00,18:33:00,CNR9636981916,Canceled By Customer,CID111441,Prime Plus,Tumkur Road,Whitefield,,,AC is Not working,,,,233,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-22 09:26:00,09:26:00,CNR5551395554,Success,CID351317,Prime Sedan,Electronic City,Jayanagar,196.0,60.0,,,No,,209,Cash,21,3.8,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-20 00:16:00,00:16:00,CNR3150537452,Success,CID801622,eBike,Ramamurthy Nagar,Magadi Road,105.0,125.0,,,No,,492,UPI,43,3.7,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-25 19:29:00,19:29:00,CNR6296503876,Canceled By Customer,CID428587,eBike,Banashankari,Jayanagar,,,AC is Not working,,,,233,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,True
2024-07-23 00:44:00,00:44:00,CNR8079617235,Driver Not Found,CID168432,Prime Plus,Ramamurthy Nagar,BTM Layout,,,,,,,409,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-09 13:40:00,13:40:00,CNR8029221729,Driver Not Found,CID229984,Prime Sedan,Richmond Town,Richmond Town,,,,,,,436,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-02 17:21:00,17:21:00,CNR8808940401,Success,CID382440,Bike,Devanahalli,Basavanagudi,105.0,65.0,,,No,,220,Cash,42,4.5,5.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-14 22:44:00,22:44:00,CNR2166450355,Canceled By Customer,CID371214,Bike,Indiranagar,Electronic City,,,AC is Not working,,,,287,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-14 11:39:00,11:39:00,CNR1428718909,Success,CID165096,Prime Sedan,Cox Town,Chamarajpet,182.0,125.0,,,No,,266,UPI,21,3.8,4.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-11 15:02:00,15:02:00,CNR8874914393,Success,CID419684,Prime SUV,Nagarbhavi,Frazer Town,98.0,135.0,,,No,,491,Cash,43,5.0,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-17 03:38:00,03:38:00,CNR8178657559,Canceled By Customer,CID476309,Prime Sedan,Chickpet,Devanahalli,,,Driver is not moving towards pickup location,,,,463,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
2024-07-10 11:12:00,11:12:00,CNR8012165384,Driver Not Found,CID216245,Prime Sedan,Hosur Road,HSR Layout,,,,,,,878,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-26 02:15:00,02:15:00,CNR3913600334,Canceled By Customer,CID349306,Auto,Bannerghatta Road,Hennur,,,AC is Not working,,,,2804,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,True
2024-07-11 04:52:00,04:52:00,CNR9790473004,Success,CID267942,Prime Plus,Yelahanka,Bellandur,168.0,35.0,,,No,,337,UPI,31,3.1,3.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-13 00:22:00,00:22:00,CNR7763081335,Success,CID271644,Bike,Banashankari,Marathahalli,231.0,110.0,,,No,,106,UPI,20,3.6,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-10 16:35:00,16:35:00,CNR5587214031,Success,CID409536,Auto,Chickpet,Kengeri,98.0,140.0,,,No,,903,UPI,9,4.0,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-05 12:01:00,12:01:00,CNR9294412926,Success,CID835805,Prime SUV,Hebbal,Hulimavu,252.0,135.0,,,No,,560,UPI,48,4.9,4.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-18 22:06:00,22:06:00,CNR4834053518,Success,CID936795,Mini,Marathahalli,HSR Layout,42.0,145.0,,,No,,473,Cash,19,3.9,4.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-11 09:56:00,09:56:00,CNR1427654087,Success,CID590196,Auto,Hennur,Jayanagar,259.0,70.0,,,No,,127,Cash,16,3.3,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-23 13:35:00,13:35:00,CNR2439774000,Success,CID698351,Prime Sedan,Bellandur,Rajarajeshwari Nagar,147.0,90.0,,,No,,220,Cash,40,4.1,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-26 13:12:00,13:12:00,CNR8313548406,Canceled By Driver,CID580424,eBike,Basavanagudi,Kengeri,,,,Customer was coughing/sick,,,135,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,True
2024-07-29 11:15:00,11:15:00,CNR2807458073,Success,CID510909,Mini,Hulimavu,Mysore Road,238.0,95.0,,,No,,495,Cash,27,4.9,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-29 03:47:00,03:47:00,CNR3494052979,Success,CID421801,Bike,Langford Town,Shantinagar,119.0,95.0,,,No,,259,Cash,41,4.3,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-30 11:02:00,11:02:00,CNR6993860378,Success,CID914238,Prime SUV,Kengeri,Varthur,238.0,140.0,,,Yes,Vehicle Breakdown,229,UPI,36,4.6,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-25 16:23:00,16:23:00,CNR8631742967,Canceled By Customer,CID134604,Bike,Richmond Town,Yeshwanthpur,,,Driver is not moving towards pickup location,,,,363,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-06 11:50:00,11:50:00,CNR4539570788,Success,CID674436,Mini,Langford Town,Kammanahalli,175.0,95.0,,,No,,293,Cash,49,3.8,4.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-21 10:59:00,10:59:00,CNR4842784307,Success,CID530201,Auto,Shivajinagar,Rajajinagar,105.0,85.0,,,No,,102,Cash,8,4.9,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-02 12:14:00,12:14:00,CNR4473805255,Success,CID389535,Bike,Whitefield,Magadi Road,98.0,85.0,,,No,,642,Credit Card,7,3.2,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-07 10:45:00,10:45:00,CNR7075062299,Success,CID942856,Mini,Hulimavu,Chamarajpet,70.0,45.0,,,No,,455,Cash,42,4.4,4.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-25 03:25:00,03:25:00,CNR3913711492,Canceled By Customer,CID431230,Prime Sedan,Chickpet,Tumkur Road,,,Driver asked to cancel,,,,171,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
2024-07-12 12:29:00,12:29:00,CNR1029850434,Success,CID759146,Mini,Nagarbhavi,Marathahalli,35.0,25.0,,,No,,363,Cash,44,4.1,4.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-23 01:28:00,01:28:00,CNR1123241896,Canceled By Customer,CID281848,Prime Plus,HSR Layout,Varthur,,,Change of plans,,,,275,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-26 01:29:00,01:29:00,CNR2964940436,Success,CID236156,eBike,Ramamurthy Nagar,Basavanagudi,210.0,65.0,,,No,,253,UPI,46,4.9,4.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-07 00:20:00,00:20:00,CNR8373703253,Driver Not Found,CID721170,Auto,Shantinagar,Peenya,,,,,,,496,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-05 01:24:00,01:24:00,CNR9759101533,Success,CID892141,eBike,Hebbal,Yelahanka,301.0,125.0,,,No,,158,UPI,48,3.3,4.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-02 09:03:00,09:03:00,CNR5948629064,Success,CID969520,Prime Sedan,Vijayanagar,Richmond Town,287.0,135.0,,,No,,153,Cash,37,3.2,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-14 14:11:00,14:11:00,CNR9911058105,Success,CID298594,Auto,Padmanabhanagar,Kadugodi,147.0,120.0,,,No,,493,UPI,12,4.8,4.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-09 13:13:00,13:13:00,CNR1477227568,Canceled By Customer,CID334041,Prime Sedan,Vijayanagar,Shantinagar,,,Driver asked to cancel,,,,325,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
